Id,Country,Short Name,ISO Code,Year,RLE_Score,Property Rights,Judicial Effectiveness,Government Integrity,Tax Burden,Government Spending,Fiscal Health,Business Freedom,Labor Freedom,Monetary Freedom,Trade Freedom,Investment Freedom,Financial Freedom,Code,Productivity,Country Code,Indicator Name,Indicator Code,INV_Score
22,Brazil,Brazil,BR,2001,61.9,50.0,,41.0,87.0,71.2,,70.0,,81.3,57.0,50.0,50.0,BRA,13.1499,BRA,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,18.418086500920865
23,Bulgaria,Bulgaria,BG,2001,51.9,50.0,,33.0,58.1,67.3,,55.0,,26.2,57.2,70.0,50.0,BGR,16.91231,BGR,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,19.26591831950546
27,Cambodia,Cambodia,KH,2001,59.6,30.0,,30.0,91.6,94.1,,55.0,,73.2,62.8,50.0,50.0,KHM,1.3620656,KHM,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,15.828899104082584
29,Canada,Canada,CA,2001,71.2,90.0,,92.0,41.5,47.1,,85.0,,87.2,77.8,50.0,70.0,CAN,47.65457,CAN,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,20.151764690463814
33,Chile,Chile,CL,2001,75.1,90.0,,69.0,73.7,84.1,,85.0,,82.4,71.6,70.0,50.0,CHL,14.177331,CHL,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,22.488080884236155
34,China,China,CN,2001,52.6,30.0,,34.0,70.4,94.1,,55.0,,84.1,46.0,30.0,30.0,CHN,3.775427,CHN,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,33.45352637093262
34,China,China,CN,2001,52.6,30.0,,34.0,70.4,94.1,,55.0,,84.1,46.0,30.0,30.0,CHN,3.775427,HKG,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,25.798513710108377
34,China,China,CN,2001,52.6,30.0,,34.0,70.4,94.1,,55.0,,84.1,46.0,30.0,30.0,CHN,3.775427,MAC,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,9.206706343446074
35,Colombia,Colombia,CO,2001,65.6,50.0,,29.0,72.4,88.0,,70.0,,71.7,69.2,70.0,70.0,COL,11.027083,COL,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,15.399533320640598
39,Costa Rica,CostaRica,CR,2001,67.6,50.0,,51.0,83.2,88.0,,70.0,,74.3,71.8,70.0,50.0,CRI,12.216593,CRI,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,19.834815680721267
41,Croatia,Croatia,HR,2001,50.7,30.0,,27.0,66.9,33.7,,55.0,,71.7,71.6,50.0,50.0,HRV,19.14866,HRV,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,20.413694950631754
43,Cyprus,Cyprus,CY,2001,71.0,90.0,,50.0,71.4,58.9,,85.0,,86.2,77.0,50.0,70.0,CYP,36.84264,CYP,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,19.022420376966025
45,Denmark,Denmark,DK,2001,68.3,90.0,,100.0,31.6,0.0,,85.0,,90.3,78.0,70.0,70.0,DNK,48.86709,DNK,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,21.30337657169015
48,Dominican Republic,DominicanRepublic,DO,2001,59.1,30.0,,30.0,85.3,93.3,,55.0,,79.2,59.4,50.0,50.0,DOM,12.159381,DOM,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,23.578259887253715
49,Ecuador,Ecuador,EC,2001,55.1,30.0,,24.0,90.8,85.5,,55.0,,51.9,59.0,70.0,30.0,ECU,8.54152,ECU,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,19.051484686895595
54,Estonia,Estonia,EE,2001,76.1,70.0,,57.0,79.6,67.3,,85.0,,80.6,85.0,90.0,70.0,EST,16.098131,EST,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,27.43088697134664
57,Finland,Finland,FI,2001,69.7,90.0,,98.0,55.6,28.0,,70.0,,87.9,78.0,70.0,50.0,FIN,47.483337,FIN,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,22.875238543020714
58,France,France,FR,2001,58.0,70.0,,66.0,33.9,18.9,,70.0,,85.0,78.0,50.0,50.0,FRA,54.71325,FRA,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,21.51339227668704
62,Germany,Germany,DE,2001,69.5,90.0,,80.0,44.7,33.7,,70.0,,89.4,78.0,90.0,50.0,DEU,53.48152,DEU,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,21.778195108030232
64,Greece,Greece,GR,2001,63.4,70.0,,49.0,50.9,54.4,,70.0,,78.3,78.0,70.0,50.0,GRC,31.08533,GRC,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,24.736793220235366
72,Hungary,Hungary,HU,2001,65.6,70.0,,52.0,65.7,41.9,,70.0,,73.3,77.8,70.0,70.0,HUN,22.846094,HUN,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,24.852390136829733
73,Iceland,Iceland,IS,2001,73.4,90.0,,92.0,62.9,58.9,,70.0,,84.6,82.4,70.0,50.0,ISL,42.906994,ISL,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,23.1708620224393
74,India,India,IN,2001,49.0,50.0,,29.0,77.0,76.5,,55.0,,68.2,25.6,30.0,30.0,IND,2.7175374,IND,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,29.93230963924568
75,Indonesia,Indonesia,ID,2001,52.5,30.0,,17.0,80.4,86.8,,55.0,,56.2,67.2,50.0,30.0,IDN,4.385334,IDN,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,19.67265820416662
78,Ireland,Ireland,IE,2001,81.2,90.0,,77.0,63.0,71.2,,85.0,,86.6,78.0,90.0,90.0,IRL,48.288296,IRL,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,23.936390953058623
79,Israel,Israel,IL,2001,66.1,70.0,,68.0,53.1,30.9,,70.0,,80.0,83.0,90.0,50.0,ISR,40.261395,ISR,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,23.44879517835576
80,Italy,Italy,IT,2001,63.0,70.0,,47.0,47.1,28.0,,70.0,,86.5,78.0,70.0,70.0,ITA,47.548306,ITA,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,20.721070059521363
81,Jamaica,Jamaica,JM,2001,63.7,50.0,,38.0,76.7,84.1,,70.0,,78.3,76.4,70.0,30.0,JAM,8.421036,JAM,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,25.737545605228373
82,Japan,Japan,JP,2001,70.9,90.0,,60.0,70.4,58.9,,85.0,,92.8,80.6,50.0,50.0,JPN,39.568127,JPN,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,27.730973101109573
87,"Korea, Republic of",NorthKorea,KP,2001,8.9,10.0,,10.0,0.0,0.0,,40.0,,0.0,0.0,10.0,10.0,KOR,22.238785,KOR,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,30.75245399254591
88,"Korea, Republic of",SouthKorea,KR,2001,69.1,90.0,,38.0,71.7,79.7,,70.0,,84.5,67.8,70.0,50.0,KOR,22.238785,KOR,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,30.75245399254591
92,Latvia,Latvia,LV,2001,66.4,50.0,,34.0,75.5,65.3,,70.0,,83.2,80.0,70.0,70.0,LVA,16.111881,LVA,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,27.117025145473132
98,Lithuania,Lithuania,LT,2001,65.5,50.0,,38.0,71.0,73.0,,70.0,,84.8,82.8,70.0,50.0,LTU,18.375858,LTU,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,20.540552474590207
99,Luxembourg,Luxembourg,LU,2001,80.1,90.0,,88.0,52.5,58.9,,85.0,,88.6,78.0,90.0,90.0,LUX,62.06307,LUX,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,21.87915948855541
104,Malaysia,Malaysia,MY,2001,60.2,50.0,,51.0,80.6,85.5,,70.0,,78.4,66.0,30.0,30.0,MYS,14.409602,MYS,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,25.12344751105426
107,Malta,Malta,MT,2001,62.9,90.0,,30.0,65.7,41.9,,70.0,,74.5,73.6,50.0,70.0,MLT,27.799385,MLT,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,20.442448800788522
110,Mexico,Mexico,MX,2001,60.6,50.0,,34.0,69.0,85.5,,55.0,,69.1,83.0,50.0,50.0,MEX,17.659796,MEX,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,19.93370050543824
119,Netherlands,Netherlands,NL,2001,73.0,90.0,,90.0,38.4,25.0,,70.0,,85.7,78.0,90.0,90.0,NLD,56.631924,NLD,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,22.14364127243033
120,New Zealand,NewZealand,NZ,2001,81.1,90.0,,94.0,62.5,49.6,,85.0,,91.2,78.0,90.0,90.0,NZL,34.61917,NZL,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,21.486730064018893
124,Norway,Norway,NO,2001,67.1,90.0,,89.0,56.7,36.5,,70.0,,80.3,81.0,50.0,50.0,NOR,77.07967,NOR,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,19.528979624191177
126,Pakistan,Pakistan,PK,2001,56.0,30.0,,22.0,82.0,90.3,,55.0,,75.5,49.4,50.0,50.0,PAK,5.00235,PAK,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,15.80006577949348
130,Peru,Peru,PE,2001,69.6,50.0,,46.0,80.1,92.3,,70.0,,81.0,66.6,70.0,70.0,PER,5.7824183,PER,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,17.96665698773332
131,Philippines,Philippines,PH,2001,60.9,50.0,,36.0,77.3,88.0,,55.0,,73.6,68.4,50.0,50.0,PHL,5.928682,PHL,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,18.31175848494226
132,Poland,Poland,PL,2001,61.8,70.0,,42.0,61.3,44.5,,70.0,,70.9,77.6,70.0,50.0,POL,19.847076,POL,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,20.440970996023278
133,Portugal,Portugal,PT,2001,66.0,70.0,,67.0,61.6,41.9,,70.0,,85.2,78.0,70.0,50.0,PRT,25.943388,PRT,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,27.381589788736456
135,Romania,Romania,RO,2001,50.0,30.0,,33.0,57.6,79.7,,55.0,,41.4,73.4,50.0,30.0,ROU,10.246421,ROU,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,21.03970137505814
136,Russian Federation,Russia,RU,2001,49.8,50.0,,24.0,74.7,73.0,,55.0,,38.9,52.2,50.0,30.0,RUS,11.383333,RUS,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,18.888404270753966
147,Singapore,Singapore,SG,2001,87.8,90.0,,91.0,83.1,90.3,,100.0,,92.9,83.0,90.0,70.0,SGP,29.471651,SGP,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,30.88704023231414
149,Slovenia,Slovenia,SI,2001,61.8,70.0,,60.0,52.8,47.1,,85.0,,73.6,67.4,50.0,50.0,SVN,30.578573,SVN,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,26.351142076808152
151,South Africa,SouthAfrica,ZA,2001,63.8,50.0,,50.0,65.0,78.1,,70.0,,79.6,61.0,70.0,50.0,ZAF,14.418629,ZAF,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,14.36330645767512
151,South Africa,SouthAfrica,ZA,2001,63.8,50.0,,50.0,65.0,78.1,,70.0,,79.6,61.0,70.0,50.0,ZAF,14.418629,SSF,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,20.210833325441975
151,South Africa,SouthAfrica,ZA,2001,63.8,50.0,,50.0,65.0,78.1,,70.0,,79.6,61.0,70.0,50.0,ZAF,14.418629,TSS,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,20.21083332544198
151,South Africa,SouthAfrica,ZA,2001,63.8,50.0,,50.0,65.0,78.1,,70.0,,79.6,61.0,70.0,50.0,ZAF,14.418629,SSA,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,20.167811571149706
152,Spain,Spain,ES,2001,68.1,70.0,,66.0,53.8,54.4,,70.0,,80.7,78.0,70.0,70.0,ESP,39.063046,ESP,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,25.877291214034948
153,Sri Lanka,SriLanka,LK,2001,66.0,70.0,,50.0,73.4,81.3,,70.0,,79.1,70.2,50.0,50.0,LKA,7.4968944,LKA,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,22.00116811307107
157,Sweden,Sweden,SE,2001,66.6,90.0,,94.0,33.7,2.5,,70.0,,91.4,78.0,70.0,70.0,SWE,48.27664,SWE,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,22.67991249858711
158,Switzerland,Switzerland,CH,2001,76.0,90.0,,89.0,80.1,22.0,,70.0,,90.2,83.0,70.0,90.0,CHE,50.60761,CHE,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,26.86559279579232
163,Thailand,Thailand,TH,2001,68.9,70.0,,32.0,75.4,90.3,,70.0,,84.6,77.6,70.0,50.0,THA,6.5658803,THA,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,22.480369975608987
174,United Kingdom,UnitedKingdom,GB,2001,77.6,90.0,,86.0,61.7,52.0,,85.0,,85.7,78.0,70.0,90.0,GBR,45.33829,GBR,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,17.600187894593926
175,United States,UnitedStates,US,2001,79.1,90.0,,75.0,63.5,71.2,,85.0,,85.9,81.0,70.0,90.0,USA,56.182423,USA,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,22.538507162086937
176,Uruguay,Uruguay,UY,2001,70.7,70.0,,44.0,86.5,71.2,,70.0,,76.9,77.8,70.0,70.0,URY,16.101044,URY,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,13.656672602514385
179,"Venezuela, Bolivarian Republic of",Venezuela,VE,2001,54.6,30.0,,26.0,75.5,88.0,,55.0,,55.9,61.4,50.0,50.0,VEN,11.6547985,VEN,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,24.047276045010705
180,Viet Nam,Vietnam,VN,2001,44.3,10.0,,26.0,54.1,86.8,,40.0,,71.1,51.0,30.0,30.0,VNM,2.3221524,VNM,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,29.15072876302476
5,Argentina,Argentina,AR,2000,70.0,70.0,,30.0,74.0,79.7,,85.0,,89.6,62.0,70.0,70.0,ARG,20.869158,ARG,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,16.192649393260997
7,Australia,Australia,AU,2000,77.1,90.0,,87.0,55.8,63.3,,70.0,,89.0,79.0,70.0,90.0,AUS,45.415455,AUS,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,25.957774555998554
8,Austria,Austria,AT,2000,68.4,90.0,,75.0,44.2,25.0,,70.0,,88.4,83.0,70.0,70.0,AUT,45.390182,AUT,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,25.61168088159123
12,Bangladesh,Bangladesh,BD,2000,48.9,30.0,,23.0,77.2,90.3,,40.0,,68.1,32.0,50.0,30.0,BGD,1.8243959,BGD,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,23.808562573136875
15,Belgium,Belgium,BE,2000,63.5,90.0,,54.0,33.1,18.9,,70.0,,87.9,77.8,70.0,70.0,BEL,52.970646,BEL,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,22.50706383270847
22,Brazil,Brazil,BR,2000,61.1,50.0,,40.0,87.2,71.2,,70.0,,80.5,51.0,50.0,50.0,BRA,13.205463,BRA,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,18.304488031120048
23,Bulgaria,Bulgaria,BG,2000,47.3,50.0,,29.0,67.9,54.4,,55.0,,0.0,49.8,70.0,50.0,BGR,15.97558,BGR,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,16.731171830777587
27,Cambodia,Cambodia,KH,2000,59.3,30.0,,30.0,91.6,91.3,,55.0,,67.7,68.0,50.0,50.0,KHM,1.4149227,KHM,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,18.31048255846609
29,Canada,Canada,CA,2000,70.5,90.0,,92.0,40.0,41.9,,85.0,,88.1,77.4,50.0,70.0,CAN,48.0997,CAN,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,19.599335661711855
33,Chile,Chile,CL,2000,74.7,90.0,,68.0,73.2,85.5,,85.0,,80.1,70.4,70.0,50.0,CHL,14.319135,CHL,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,22.04308336487764
34,China,China,CN,2000,56.4,30.0,,35.0,70.4,90.3,,55.0,,84.0,42.6,50.0,50.0,CHN,3.524101,CHN,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,32.577417590684455
34,China,China,CN,2000,56.4,30.0,,35.0,70.4,90.3,,55.0,,84.0,42.6,50.0,50.0,CHN,3.524101,HKG,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,26.50584934142105
34,China,China,CN,2000,56.4,30.0,,35.0,70.4,90.3,,55.0,,84.0,42.6,50.0,50.0,CHN,3.524101,MAC,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,10.24296933914547
35,Colombia,Colombia,CO,2000,63.3,50.0,,22.0,72.4,84.1,,70.0,,67.6,63.8,70.0,70.0,COL,11.04398,COL,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,14.129314106775492
39,Costa Rica,CostaRica,CR,2000,68.4,50.0,,56.0,83.2,88.0,,70.0,,72.5,75.6,70.0,50.0,CRI,11.7755375,CRI,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,19.689582056129545
41,Croatia,Croatia,HR,2000,53.6,30.0,,50.0,68.9,41.9,,55.0,,70.0,67.0,50.0,50.0,HRV,18.520042,HRV,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,19.916657714740417
43,Cyprus,Cyprus,CY,2000,67.2,70.0,,50.0,71.7,54.4,,85.0,,79.8,74.4,50.0,70.0,CYP,37.073933,CYP,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,20.083924643187185
45,Denmark,Denmark,DK,2000,68.3,90.0,,100.0,30.5,0.0,,85.0,,91.1,77.8,70.0,70.0,DNK,49.45022,DNK,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,21.507614874066235
48,Dominican Republic,DominicanRepublic,DO,2000,59.0,30.0,,30.0,85.3,93.3,,55.0,,79.9,57.8,50.0,50.0,DOM,10.741322,DOM,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,25.044357127714985
49,Ecuador,Ecuador,EC,2000,59.8,50.0,,23.0,86.6,78.1,,55.0,,58.3,67.0,70.0,50.0,ECU,8.451831,ECU,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,19.014781751073677
54,Estonia,Estonia,EE,2000,69.9,70.0,,57.0,72.5,25.0,,85.0,,74.9,85.0,90.0,70.0,EST,15.343206,EST,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,26.687196039305565
57,Finland,Finland,FI,2000,64.3,90.0,,96.0,37.2,0.0,,70.0,,87.8,78.0,70.0,50.0,FIN,47.46425,FIN,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,23.05741633807772
58,France,France,FR,2000,57.4,70.0,,67.0,35.1,12.5,,70.0,,83.9,77.8,50.0,50.0,FRA,53.307465,FRA,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,21.514353249897706
62,Germany,Germany,DE,2000,65.7,90.0,,79.0,38.6,28.0,,70.0,,88.1,78.0,70.0,50.0,DEU,52.285507,DEU,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,23.114328928590055
64,Greece,Greece,GR,2000,61.0,70.0,,49.0,52.2,54.4,,70.0,,75.5,77.8,70.0,30.0,GRC,29.945686,GRC,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,24.641216443706853
72,Hungary,Hungary,HU,2000,64.4,70.0,,50.0,63.9,39.3,,70.0,,69.6,76.6,70.0,70.0,HUN,21.24833,HUN,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,25.50240722566979
73,Iceland,Iceland,IS,2000,74.0,90.0,,93.0,64.8,58.9,,70.0,,86.6,82.4,70.0,50.0,ISL,41.566692,ISL,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,24.555243967887396
74,India,India,IN,2000,47.4,50.0,,29.0,76.6,73.0,,55.0,,63.7,19.6,30.0,30.0,IND,2.6448793,IND,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,26.021784844781255
75,Indonesia,Indonesia,ID,2000,55.2,50.0,,20.0,79.7,76.5,,55.0,,49.4,66.0,70.0,30.0,IDN,4.382114,IDN,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,19.850854447200216
78,Ireland,Ireland,IE,2000,76.1,90.0,,82.0,60.6,63.3,,85.0,,85.8,78.0,70.0,70.0,IRL,46.069473,IRL,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,23.74204837594377
79,Israel,Israel,IL,2000,65.5,70.0,,71.0,52.8,9.3,,85.0,,78.5,83.0,90.0,50.0,ISR,39.284286,ISR,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,23.907236373552504
80,Italy,Italy,IT,2000,61.9,70.0,,46.0,45.6,22.0,,70.0,,85.7,77.8,70.0,70.0,ITA,48.2648,ITA,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,20.730803522057645
81,Jamaica,Jamaica,JM,2000,65.5,70.0,,38.0,77.4,73.0,,70.0,,74.5,67.0,70.0,50.0,JAM,8.493388,JAM,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,23.204999367070624
82,Japan,Japan,JP,2000,70.7,90.0,,58.0,70.1,63.3,,85.0,,89.0,81.0,50.0,50.0,JPN,39.46904,JPN,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,28.4871419080841
87,"Korea, Republic of",NorthKorea,KP,2000,8.9,10.0,,10.0,0.0,0.0,,40.0,,0.0,0.0,10.0,10.0,KOR,21.869509,KOR,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,31.750180776214393
88,"Korea, Republic of",SouthKorea,KR,2000,69.7,90.0,,42.0,71.8,85.5,,70.0,,78.9,69.2,70.0,50.0,KOR,21.869509,KOR,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,31.750180776214393
92,Latvia,Latvia,LV,2000,63.4,50.0,,27.0,76.8,47.1,,70.0,,78.5,81.0,70.0,70.0,LVA,15.379379,LVA,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,24.97979905335816
98,Lithuania,Lithuania,LT,2000,61.9,50.0,,30.0,70.5,63.3,,70.0,,72.3,81.0,70.0,50.0,LTU,16.39442,LTU,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,19.149112898115817
99,Luxembourg,Luxembourg,LU,2000,76.4,90.0,,87.0,51.3,67.3,,85.0,,88.3,79.0,70.0,70.0,LUX,68.86972,LUX,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,20.62506060747253
104,Malaysia,Malaysia,MY,2000,66.0,70.0,,53.0,79.2,81.3,,85.0,,76.6,68.8,30.0,50.0,MYS,14.736472,MYS,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,25.292016576833397
107,Malta,Malta,MT,2000,58.3,70.0,,30.0,64.1,36.5,,70.0,,72.9,61.0,70.0,50.0,MLT,30.381235,MLT,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,22.701930921947238
110,Mexico,Mexico,MX,2000,59.3,50.0,,33.0,73.1,92.3,,55.0,,67.6,63.0,70.0,30.0,MEX,17.833534,MEX,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,21.488889629095905
119,Netherlands,Netherlands,NL,2000,70.4,90.0,,90.0,36.9,28.0,,70.0,,80.9,77.8,70.0,90.0,NLD,56.511986,NLD,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,22.5341642939158
120,New Zealand,NewZealand,NZ,2000,80.9,90.0,,94.0,65.8,47.1,,85.0,,87.6,78.6,90.0,90.0,NZL,34.19455,NZL,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,20.850474386468512
124,Norway,Norway,NO,2000,70.1,90.0,,90.0,57.3,41.9,,70.0,,80.4,81.0,70.0,50.0,NOR,74.944664,NOR,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,19.82374909025047
126,Pakistan,Pakistan,PK,2000,56.4,30.0,,27.0,82.1,78.1,,55.0,,72.3,43.0,70.0,50.0,PAK,5.16124,PAK,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,15.978840517482118
130,Peru,Peru,PE,2000,68.7,50.0,,45.0,80.0,88.0,,70.0,,77.2,67.8,70.0,70.0,PER,5.830105,PER,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,19.670070438134054
131,Philippines,Philippines,PH,2000,62.5,70.0,,33.0,74.2,89.2,,55.0,,76.8,64.6,50.0,50.0,PHL,5.7828255,PHL,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,19.369180609073634
132,Poland,Poland,PL,2000,60.0,70.0,,46.0,58.1,33.7,,70.0,,66.9,74.8,70.0,50.0,POL,19.336899,POL,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,23.69298968714052
133,Portugal,Portugal,PT,2000,65.5,70.0,,65.0,60.4,41.9,,70.0,,84.8,77.8,70.0,50.0,PRT,26.207767,PRT,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,28.003050591387908
135,Romania,Romania,RO,2000,52.1,30.0,,30.0,58.3,63.3,,55.0,,38.1,74.0,70.0,50.0,ROU,9.405514,ROU,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,19.119830945023747
136,Russian Federation,Russia,RU,2000,51.8,50.0,,24.0,74.6,73.0,,55.0,,57.5,52.4,50.0,30.0,RUS,11.213559,RUS,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,16.863668858428035
147,Singapore,Singapore,SG,2000,87.7,90.0,,91.0,82.7,91.3,,100.0,,90.9,83.0,90.0,70.0,SGP,30.42399,SGP,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,32.32634436257641
149,Slovenia,Slovenia,SI,2000,58.3,70.0,,50.0,52.9,36.5,,70.0,,71.9,73.6,50.0,50.0,SVN,30.183662,SVN,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,27.415310843477275
152,Spain,Spain,ES,2000,65.9,70.0,,61.0,45.8,47.1,,70.0,,81.0,77.8,70.0,70.0,ESP,39.56358,ESP,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,25.940841335430527
153,Sri Lanka,SriLanka,LK,2000,63.2,50.0,,50.0,72.9,79.7,,70.0,,74.9,71.0,50.0,50.0,LKA,7.3130565,LKA,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,28.036093114382858
157,Sweden,Sweden,SE,2000,65.1,70.0,,95.0,34.1,0.0,,70.0,,94.2,83.0,70.0,70.0,SWE,49.93068,SWE,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,22.259816763981995
